0,1,ID,greek_letter,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude
21.005416666666665,-7.816388888888889,402,tet,Cet,1,24,1.3,-8,11,1,3.59
79.40124999999999,-5.155555555555556,1735,tau,Ori,5,17,36.3,-6,50,40,3.59
185.33958333333334,-59.598888888888894,4700,eps,Cru,12,21,21.5,-60,24,4,3.59
217.95708333333334,30.37138888888889,5429,ro,Boo,14,31,49.7,30,22,17,3.59
253.64541666666665,-41.63861111111111,6271,zet2,Sco,16,54,34.9,-42,21,41,3.59
51.20291666666666,9.02888888888889,1030,omi,Tau,3,24,48.7,9,1,44,3.6
86.11583333333333,-21.551666666666666,1983,gam,Lep,5,44,27.8,-22,26,54,3.6
103.19708333333335,33.961111111111116,2540,tet,Gem,6,52,47.3,33,57,40,3.6
130.07333333333332,-51.07805555555556,3447,omi,Vel,8,40,17.6,-52,55,19,3.6
135.90625,47.156666666666666,3594,kap,UMa,9,3,37.5,47,9,24,3.6
142.67458333333335,-39.53333333333333,3786,psi,Vel,9,30,41.9,-40,28,0,3.6
177.67333333333335,1.7647222222222223,4540,bet,Vir,11,50,41.6,1,45,53,3.6
116.31333333333333,-36.031388888888884,3017,,,7,45,15.2,-37,58,7,3.61
152.64666666666665,-11.645833333333334,3994,lam,Hya,10,10,35.2,-12,21,15,3.61
22.870416666666664,15.345833333333333,437,eta,Psc,1,31,28.9,15,20,45,3.62
42.49583333333333,27.260555555555555,838,,Ari,2,49,59,27,15,38,3.62
57.29041666666666,24.053333333333335,1178,,Tau,3,49,9.7,24,3,12,3.62
195.56791666666666,-70.45111111111112,4923,del,Mus,13,2,16.3,-71,32,56,3.62
262.7745833333333,-59.316388888888895,6500,del,Ara,17,31,5.9,-60,41,1,3.62
266.43291666666664,-63.276111111111106,6582,eta,Pav,17,45,43.9,-64,43,26,3.62
345.48,42.32611111111112,8762,omi,And,23,1,55.2,42,19,34,3.62
309.38708333333335,14.595277777777778,7882,bet,Del,20,37,32.9,14,35,43,3.63
176.40166666666667,-65.2713888888889,4520,lam,Mus,11,45,36.4,-66,43,43,3.64
347.36125,-20.8275,8812,,Aqr,23,9,26.7,-21,10,21,3.64
64.94791666666666,15.627500000000001,1346,gam,Tau,4,19,47.5,15,37,39,3.65
190.41458333333333,-0.5505555555555556,4825,gam,Vir,12,41,39.5,-1,26,58,3.65
211.09666666666666,64.37583333333333,5291,alf,Dra,14,4,23.2,64,22,33,3.65
234.66375,-28.22222222222222,5812,tau,Lib,15,38,39.3,-29,46,40,3.65
313.70208333333335,-57.54583333333333,7986,bet,Ind,20,54,48.5,-58,27,15,3.65
9.2425,53.89694444444444,153,zet,Cas,0,36,58.2,53,53,49,3.66
83.78416666666666,9.934166666666666,1879,lam,Ori,5,35,8.2,9,56,3,3.66
271.6570833333334,-49.90833333333333,6743,tet,Ara,18,6,37.7,-50,5,30,3.66
142.88208333333336,63.06194444444444,3757,,UMa,9,31,31.7,63,3,43,3.67
236.54666666666668,15.421666666666667,5867,bet,Ser,15,46,11.2,15,25,18,3.67
325.02250000000004,-15.3375,8278,gam,Cap,21,40,5.4,-16,39,45,3.67
72.80125,5.6049999999999995,1552,pi4,Ori,4,51,12.3,5,36,18,3.68
130.89791666666665,-32.813611111111115,3468,alf,Pyx,8,43,35.5,-33,11,11,3.68
190.41458333333333,-0.5505555555555556,4826,gam,Vir,12,41,39.5,-1,26,58,3.68
231.95708333333332,29.105555555555558,5747,bet,CrB,15,27,49.7,29,6,20,3.68
146.31166666666667,-61.492222222222225,3884,,,9,45,14.8,-62,30,28,3.69
28.989166666666666,-50.39111111111111,566,chi,Eri,1,55,57.4,-51,36,32,3.7
49.87875,-20.24222222222222,1003,tau4,Eri,3,19,30.9,-21,45,28,3.7
56.21875,24.113333333333333,1142,,Tau,3,44,52.5,24,6,48,3.7
237.70375,4.477777777777778,5892,eps,Ser,15,50,48.9,4,28,40,3.7
269.44083333333333,29.247777777777777,6703,xi,Her,17,57,45.8,29,14,52,3.7
349.29125,3.2822222222222224,8852,gam,Psc,23,17,9.9,3,16,56,3.7
27.864583333333336,-9.665,539,zet,Cet,1,51,27.5,-10,20,6,3.72
89.88166666666666,54.28472222222222,2077,del,Aur,5,59,31.6,54,17,5,3.72
89.10083333333333,-13.832222222222223,2085,eta,Lep,5,56,24.2,-14,10,4,3.72
176.5125,47.779444444444444,4518,chi,UMa,11,46,3,47,46,46,3.72
298.8279166666667,6.406666666666667,7602,bet,Aql,19,55,18.7,6,24,24,3.72
53.232499999999995,-8.541666666666668,1084,eps,Eri,3,32,55.8,-9,27,30,3.73
73.5625,2.4405555555555556,1567,pi5,Ori,4,54,15,2,26,26,3.73
118.05416666666667,-39.424166666666665,3080,,,7,52,13,-40,34,33,3.73
221.56208333333333,1.8927777777777777,5511,,Vir,14,46,14.9,1,53,34,3.73
271.83708333333334,9.56388888888889,6771,,Oph,18,7,20.9,9,33,50,3.73
316.23249999999996,43.92777777777778,8079,xi,Cyg,21,4,55.8,43,55,40,3.73
318.6975,38.04555555555555,8130,tau,Cyg,21,14,47.4,38,2,44,3.73
321.66625,-21.588611111111113,8204,zet,Cap,21,26,39.9,-22,24,41,3.74
343.1533333333333,-6.420277777777778,8698,lam,Aqr,22,52,36.8,-7,34,47,3.74
51.79208333333334,9.732777777777779,1038,xi,Tau,3,27,10.1,9,43,58,3.75
75.61916666666666,41.075833333333335,1612,zet,Aur,5,2,28.6,41,4,33,3.75
136.03833333333336,-46.90222222222222,3614,,,9,4,9.2,-47,5,52,3.75
266.97291666666666,2.707222222222222,6629,gam,Oph,17,47,53.5,2,42,26,3.75
268.38166666666666,56.8725,6688,xi,Dra,17,53,31.6,56,52,21,3.75
337.2925,58.415277777777774,8571,del,Cep,22,29,10.2,58,24,55,3.75
65.73333333333332,17.5425,1373,del1,Tau,4,22,56,17,32,33,3.76
83.40625,-61.51,1922,bet,Dor,5,33,37.5,-62,29,24,3.76
245.47958333333338,19.153055555555554,6095,gam,Her,16,21,55.1,19,9,11,3.76
252.44583333333335,-58.95861111111111,6229,eta,Ara,16,49,47,-59,2,29,3.76
289.275,53.368611111111115,7328,kap,Cyg,19,17,6,53,22,7,3.76
325.3691666666667,-76.61,8254,nu,Oct,21,41,28.6,-77,23,24,3.76
331.7525,25.345,8430,iot,Peg,22,7,0.6,25,20,42,3.76
126.43458333333331,-65.86305555555555,3347,bet,Vol,8,25,44.3,-66,8,13,3.77
286.17041666666665,-20.258333333333333,7217,omi,Sgr,19,4,40.9,-21,44,30,3.77
309.90916666666664,15.911944444444444,7906,alf,Del,20,39,38.2,15,54,43,3.77
311.91875000000005,-8.504166666666668,7950,eps,Aqr,20,47,40.5,-9,29,45,3.77
337.8225,50.2825,8585,alf,Lac,22,31,17.4,50,16,57,3.77
107.18750000000001,-69.50083333333333,2736,gam2,Vol,7,8,45,-70,29,57,3.78
163.37333333333333,-57.14666666666667,4257,,,10,53,29.6,-58,51,12,3.78
292.42583333333334,51.72972222222222,7420,iot2,Cyg,19,29,42.2,51,43,47,3.78
42.67416666666667,55.89555555555555,834,eta,Per,2,50,41.8,55,53,44,3.79
106.02708333333332,20.57027777777778,2650,zet,Gem,7,4,6.5,20,34,13,3.79
111.43125,27.798055555555557,2821,iot,Gem,7,25,43.5,27,47,53,3.79
156.5225,-15.163611111111111,4094,mu,Hya,10,26,5.4,-16,50,11,3.79
56.29833333333333,42.578611111111115,1135,nu,Per,3,45,11.6,42,34,43,3.8
84.68625,-1.4,1931,sig,Ori,5,38,44.7,-2,36,0,3.8
154.99416666666664,19.840277777777775,4058,gam2,Leo,10,19,58.6,19,50,25,3.8
233.7,10.5375,5788,del,Ser,15,34,48,10,32,15,3.8
233.70041666666665,10.539166666666667,5789,del,Ser,15,34,48.1,10,32,21,3.8
264.86583333333334,46.006388888888885,6588,iot,Her,17,39,27.8,46,0,23,3.8
303.40749999999997,46.74138888888889,7735,,Cyg,20,13,37.8,46,44,29,3.8
47.373749999999994,44.8575,941,kap,Per,3,9,29.7,44,51,27,3.81
130.15666666666664,-45.35138888888889,3445,,,8,40,37.6,-46,38,55,3.81
147.74708333333334,59.03861111111111,3888,ups,UMa,9,50,59.3,59,2,19,3.81
156.96958333333333,-57.260555555555555,4114,,,10,27,52.7,-58,44,22,3.81
296.8466666666667,18.534166666666668,7536,del,Sge,19,47,23.2,18,32,3,3.81
68.88749999999999,-29.4375,1464,ups2,Eri,4,35,33,-30,33,45,3.82
108.7025,-25.227222222222224,2749,omg,CMa,7,14,48.6,-26,46,22,3.82
139.71083333333334,36.802499999999995,3690,,Lyn,9,18,50.6,36,48,9,3.82
354.3908333333333,46.458333333333336,8961,lam,And,23,37,33.8,46,27,30,3.82
56.07958333333334,32.288333333333334,1131,omi,Per,3,44,19.1,32,17,18,3.83
163.3275,34.21472222222223,4247,,LMi,10,53,18.6,34,12,53,3.83
167.1470833333333,-57.025,4337,,,11,8,35.3,-58,58,30,3.83
209.5675,-41.899166666666666,5248,phi,Cen,13,58,16.2,-42,6,3,3.83
221.965,-78.95527777777778,5470,alf,Aps,14,47,51.6,-79,2,41,3.83
247.72791666666666,1.983888888888889,6149,lam,Oph,16,30,54.7,1,59,2,3.83
271.8854166666667,28.7625,6779,omi,Her,18,7,32.5,28,45,45,3.83
278.80125,-7.755833333333333,6973,alf,Sct,18,35,12.3,-8,14,39,3.83
67.14333333333335,15.962222222222222,1411,tet1,Tau,4,28,34.4,15,57,44,3.84
133.76166666666666,-59.355555555555554,3571,,,8,55,2.8,-60,38,40,3.84
159.32500000000002,-47.774166666666666,4167,,,10,37,18,-48,13,33,3.84
275.9241666666667,21.76972222222222,6895,,Her,18,23,41.8,21,46,11,3.84
297.0429166666667,70.26777777777778,7582,eps,Dra,19,48,10.3,70,16,4,3.84
335.41375000000005,-0.6127777777777778,8518,gam,Aqr,22,21,39.3,-1,23,14,3.84
48.017500000000005,-27.012777777777778,963,alf,For,3,12,4.2,-28,59,14,3.85
56.050000000000004,-63.19277777777778,1175,bet,Ret,3,44,12,-64,48,26,3.85
86.82124999999999,-50.93361111111111,2020,bet,Pic,5,47,17.1,-51,3,59,3.85
87.83,-19.120833333333334,2035,del,Lep,5,51,19.2,-20,52,45,3.85
95.52791666666667,-32.563611111111115,2296,del,Col,6,22,6.7,-33,26,11,3.85
153.68374999999997,-41.878055555555555,4023,,,10,14,44.1,-42,7,19,3.85
158.20250000000001,9.306666666666667,4133,ro,Leo,10,32,48.6,9,18,24,3.85
172.85083333333336,69.33111111111111,4434,lam,Dra,11,31,24.2,69,19,52,3.85
235.68541666666667,26.295555555555556,5849,gam,CrB,15,42,44.5,26,17,44,3.85
243.85916666666665,-62.31444444444445,6030,del,TrA,16,15,26.2,-63,41,8,3.85
273.44041666666664,-20.94111111111111,6812,mu,Sgr,18,13,45.7,-21,3,32,3.85
63.500416666666666,-41.705555555555556,1326,alf,Hor,4,14,0.1,-42,17,40,3.86
189.42541666666668,-47.45888888888889,4802,tau,Cen,12,37,42.1,-48,32,28,3.86
239.22083333333333,-28.78611111111111,5928,ro,Sco,15,56,53,-29,12,50,3.86
239.11291666666668,15.661666666666667,5933,gam,Ser,15,56,27.1,15,39,42,3.86
2.3525,-44.2525,25,eps,Phe,0,9,24.6,-45,44,51,3.87
14.187916666666668,38.49944444444444,269,mu,And,0,56,45.1,38,29,58,3.87
44.10666666666667,-7.101944444444445,874,eta,Eri,2,56,25.6,-8,53,53,3.87
56.45625,24.36777777777778,1149,,Tau,3,45,49.5,24,22,4,3.87
69.54458333333334,-13.695833333333333,1481,,Eri,4,38,10.7,-14,18,15,3.87
82.80291666666666,-34.529444444444444,1862,eps,Col,5,31,12.7,-35,28,14,3.87
103.5325,-23.816111111111113,2580,omi1,CMa,6,54,7.8,-24,11,2,3.87
209.66958333333332,-43.19638888888889,5249,ups1,Cen,13,58,40.7,-44,48,13,3.87
227.98333333333335,-47.26222222222222,5646,kap1,Lup,15,11,56,-48,44,16,3.87
138.5908333333333,2.3141666666666665,3665,tet,Hya,9,14,21.8,2,18,51,3.88
148.19083333333336,26.006944444444443,3905,mu,Leo,9,52,45.8,26,0,25,3.88
188.11666666666665,-71.86722222222222,4773,gam,Mus,12,32,28,-72,7,58,3.88
202.76083333333335,-38.592777777777776,5089,,,13,31,2.6,-39,24,26,3.88
220.76458333333332,-4.341666666666666,5487,mu,Vir,14,43,3.5,-5,39,30,3.88
269.06291666666664,37.25055555555556,6695,tet,Her,17,56,15.1,37,15,2,3.88
102.46,-31.49138888888889,2538,kap,CMa,6,49,50.4,-32,30,31,3.89
188.3704166666667,69.78805555555556,4787,kap,Dra,12,33,28.9,69,47,17,3.89
248.36291666666668,-77.10305555555554,6102,gam,Aps,16,33,27.1,-78,53,49,3.89
347.58958333333334,-44.75333333333333,8820,iot,Gru,23,10,21.5,-45,14,48,3.89
126.41499999999998,-2.093611111111111,3314,,,8,25,39.6,-3,54,23,3.9
170.25166666666667,-53.509166666666665,4390,pi,Cen,11,21,0.4,-54,29,27,3.9
184.97625,0.6666666666666666,4689,eta,Vir,12,19,54.3,0,40,0,3.9
298.1179166666667,1.0055555555555555,7570,eta,Aql,19,52,28.3,1,0,20,3.9
318.9554166666666,5.247777777777777,8131,alf,Equ,21,15,49.3,5,14,52,3.9
60.78874999999999,5.989444444444445,1251,nu,Tau,4,3,9.3,5,59,22,3.91
99.17083333333333,-18.74388888888889,2429,nu2,CMa,6,36,41,-19,15,22,3.91
131.50708333333336,-45.958333333333336,3487,,,8,46,1.7,-46,2,30,3.91
144.96375,-0.8572222222222222,3845,iot,Hya,9,39,51.3,-1,8,34,3.91
187.00958333333332,-49.76916666666666,4743,sig,Cen,12,28,2.3,-50,13,51,3.91
233.88125,-13.210555555555556,5787,gam,Lib,15,35,31.5,-14,47,22,3.91
244.93458333333334,46.31333333333333,6092,tau,Her,16,19,44.3,46,18,48,3.91
17.095833333333335,-54.75416666666666,338,zet,Phe,1,8,23,-55,14,45,3.92
43.47,-48.109722222222224,868,,,2,53,52.8,-49,53,25,3.92
69.07958333333332,-2.6475,1463,nu,Eri,4,36,19.1,-3,21,9,3.92
255.07208333333335,30.92638888888889,6324,eps,Her,17,0,17.3,30,55,35,3.92
6.550416666666667,-42.32,100,kap,Phe,0,26,12.1,-43,40,48,3.93
115.31166666666667,-8.448888888888888,2970,alf,Mon,7,41,14.8,-9,33,4,3.93
270.1608333333333,2.931388888888889,6714,,Oph,18,0,38.6,2,55,53,3.93
290.4179166666667,-16.15277777777778,7340,ro1,Sgr,19,21,40.3,-17,50,50,3.93
299.07625,35.083333333333336,7615,eta,Cyg,19,56,18.3,35,5,0,3.93
341.63249999999994,23.565555555555555,8667,lam,Peg,22,46,31.8,23,33,56,3.93
131.17083333333332,18.154166666666665,3461,del,Cnc,8,44,41,18,9,15,3.94
170.98083333333332,10.529166666666667,4399,iot,Leo,11,23,55.4,10,31,45,3.94
314.29291666666666,41.16722222222222,8028,nu,Cyg,20,57,10.3,41,10,2,3.94
22.8125,-48.92722222222222,440,del,Phe,1,31,15,-49,4,22,3.95
115.95166666666667,-27.045,2996,,Pup,7,43,48.4,-28,57,18,3.95
115.45541666666666,-71.3938888888889,3024,zet,Vol,7,41,49.3,-72,36,22,3.95
200.98458333333332,54.92166666666667,5055,zet,UMa,13,23,56.3,54,55,18,3.95
237.73916666666668,-32.37277777777778,5883,chi,Lup,15,50,57.4,-33,37,38,3.95
43.564166666666665,52.7625,854,tau,Per,2,54,15.4,52,45,45,3.96
66.00875,-33.98305555555556,1393,,Eri,4,24,2.1,-34,1,1,3.96
89.78625000000001,-41.18472222222223,2120,eta,Col,5,59,8.7,-42,48,55,3.96
93.71374999999999,-5.7252777777777775,2227,gam,Mon,6,14,51.3,-6,16,29,3.96
182.9129166666667,-51.63166666666667,4638,ro,Cen,12,11,39.1,-52,22,6,3.96
300.1475,-71.08944444444444,7590,eps,Pav,20,0,35.4,-72,54,38,3.96
87.87208333333332,39.14861111111111,2012,nu,Aur,5,51,29.3,39,8,55,3.97
135.15958333333336,41.782777777777774,3579,,,9,0,38.3,41,46,58,3.97
241.70125000000004,-19.33083333333333,5993,omg1,Sco,16,6,48.3,-20,40,9,3.97
290.9708333333333,-39.38388888888889,7348,alf,Sgr,19,23,53,-40,36,58,3.97
337.31708333333336,-42.50416666666666,8556,del1,Gru,22,29,16.1,-43,29,45,3.97
30.858333333333327,72.4213888888889,580,,Cas,2,3,26,72,25,17,3.98
109.2075,-66.0425,2803,del,Vol,7,16,49.8,-67,57,27,3.98
130.0258333333333,-34.691944444444445,3438,bet,Pyx,8,40,6.2,-35,18,29,3.98
137.81958333333336,-61.68277777777777,3663,,,9,11,16.7,-62,19,2,3.98
303.8675,47.714444444444446,7751,,Cyg,20,15,28.2,47,42,52,3.98
342.3975,-12.407499999999999,8679,tau2,Aqr,22,49,35.4,-13,35,33,3.98
350.74208333333337,-19.899444444444445,8892,,Aqr,23,22,58.1,-20,6,2,3.98
349.3570833333334,-57.76444444444444,8848,gam,Tuc,23,17,25.7,-58,14,8,3.99
135.61208333333335,-65.60388888888889,3615,alf,Vol,9,2,26.9,-66,23,46,4
156.09875,-73.96833333333333,4102,,,10,24,23.7,-74,1,54,4
220.48958333333334,-36.20638888888889,5471,,,14,41,57.5,-37,47,37,4
283.83333333333337,43.94611111111111,7157,,Lyr,18,55,20,43,56,46,4
338.83875,0.11750000000000001,8597,eta,Aqr,22,35,21.3,0,7,3,4
34.32833333333333,33.84722222222222,664,gam,Tri,2,17,18.8,33,50,50,4.01
132.6329166666667,-26.29,3518,gam,Pyx,8,50,31.9,-27,42,36,4.01
242.99833333333333,-18.539444444444445,6027,nu,Sco,16,11,59.6,-19,27,38,4.01
280.75875,-70.57166666666666,6982,zet,Pav,18,43,2.1,-71,25,42,4.01
290.6591666666667,-43.54111111111111,7337,bet1,Sgr,19,22,38.2,-44,27,32,4.01
307.3483333333333,30.36861111111111,7834,,Cyg,20,29,23.6,30,22,7,4.01
359.82750000000004,6.863333333333333,9072,omg,Psc,23,59,18.6,6,51,48,4.01
30.000833333333333,-20.92222222222222,585,ups,Cet,2,0,0.2,-21,4,40,4.02
71.37541666666667,-2.745277777777778,1520,mu,Eri,4,45,30.1,-3,15,17,4.02
75.85458333333332,60.44222222222222,1603,bet,Cam,5,3,25.1,60,26,32,4.02
131.67416666666668,28.76,3475,iot,Cnc,8,46,41.8,28,45,36,4.02
182.10291666666666,-23.271111111111114,4623,alf,Crv,12,8,24.7,-24,43,44,4.02
184.39249999999998,-66.03944444444444,4671,eps,Mus,12,17,34.2,-67,57,38,4.02
201.30583333333334,54.988055555555555,5062,,UMa,13,25,13.4,54,59,17,4.02
244.9595833333333,-49.84444444444445,6072,gam2,Nor,16,19,50.3,-50,9,20,4.02
284.9054166666667,15.068333333333333,7176,eps,Aql,18,59,37.3,15,4,6,4.02
285.4195833333333,-4.261111111111111,7193,,Aql,19,1,40.7,-5,44,20,4.02
323.495,45.591944444444444,8252,ro,Cyg,21,33,58.8,45,35,31,4.02
62.165000000000006,47.712500000000006,1273,,Per,4,8,39.6,47,42,45,4.03
240.47166666666664,58.56527777777777,5986,tet,Dra,16,1,53.2,58,33,55,4.03
271.3633333333333,2.4994444444444444,6752,,Oph,18,5,27.2,2,29,58,4.03
59.740833333333335,35.79111111111111,1228,xi,Per,3,58,57.8,35,47,28,4.04
176.46458333333334,6.529444444444445,4517,nu,Vir,11,45,51.5,6,31,46,4.04
193.64833333333334,-56.82222222222222,4898,mu1,Cru,12,54,35.6,-57,10,40,4.04
308.30291666666665,11.303333333333335,7852,eps,Del,20,33,12.7,11,18,12,4.04
47.266666666666666,49.61333333333334,937,iot,Per,3,9,4,49,36,48,4.05
62.96625,-5.162222222222223,1298,omi1,Eri,4,11,51.9,-6,50,16,4.05
170.28375,6.029444444444445,4386,sig,Leo,11,21,8.1,6,1,46,4.05
184.60875000000001,-63.996944444444445,4679,zet,Cru,12,18,26.1,-64,0,11,4.05
215.13875000000002,-36.11472222222222,5367,psi,Cen,14,20,33.3,-37,53,7,4.05
219.47125,-48.574444444444445,5453,ro,Lup,14,37,53.1,-49,25,32,4.05
220.91375,-34.82611111111111,5485,,,14,43,39.3,-35,10,26,4.05
227.21041666666667,-44.72027777777778,5626,lam,Lup,15,8,50.5,-45,16,47,4.05
11.834583333333333,24.26722222222222,215,zet,And,0,47,20.3,24,16,2,4.06
25.915,50.68888888888888,496,phi,Per,1,43,39.6,50,41,20,4.06
39.87041666666667,0.3286111111111111,779,del,Cet,2,39,28.9,0,19,43,4.06
74.09250000000002,13.514444444444445,1580,omi2,Ori,4,56,22.2,13,30,52,4.06
113.98041666666666,26.895555555555553,2905,ups,Gem,7,35,55.3,26,53,44,4.06
216.29874999999998,51.850833333333334,5404,tet,Boo,14,25,11.7,51,51,3,4.06
254.89583333333337,-52.839444444444446,6295,eps1,Ara,16,59,35,-53,9,38,4.06
124.63208333333336,-75.08027777777777,3318,alf,Cha,8,18,31.7,-76,55,11,4.07
131.09958333333333,-41.350833333333334,3477,,,8,44,23.9,-42,38,57,4.07
164.9433333333333,-17.70111111111111,4287,alf,Crt,10,59,46.4,-18,17,56,4.07
207.36875,15.797777777777778,5200,ups,Boo,13,49,28.5,15,47,52,4.07
229.37833333333333,-57.198888888888895,5670,bet,Cir,15,17,30.8,-58,48,4,4.07
316.48625,-16.767222222222223,8075,tet,Cap,21,5,56.7,-17,13,58,4.07
103.54708333333333,-11.961388888888889,2574,tet,CMa,6,54,11.3,-12,2,19,4.08
171.22,-16.315833333333334,4405,gam,Crt,11,24,52.8,-17,41,3,4.08
325.87624999999997,58.78,8316,mu,Cep,21,43,30.3,58,46,48,4.08
35.437916666666666,-67.34055555555555,705,del,Hyi,2,21,45.1,-68,39,34,4.09
45.59791666666667,-22.375555555555554,919,tau3,Eri,3,2,23.5,-23,37,28,4.09
84.22625,9.290555555555555,1907,phi2,Ori,5,36,54.3,9,17,26,4.09
143.61083333333332,-58.77055555555555,3825,,,9,34,26.6,-59,13,46,4.09
214.00333333333333,-5.999444444444444,5338,iot,Vir,14,16,0.8,-6,0,2,4.09
237.18458333333334,18.141388888888887,5879,kap,Ser,15,48,44.3,18,8,29,4.09
320.52125,19.804444444444446,8173,,Peg,21,22,5.1,19,48,16,4.09
24.199166666666667,41.40555555555555,458,ups,And,1,36,47.8,41,24,20,4.1
52.71791666666667,12.936666666666667,1066,,Tau,3,30,52.3,12,56,12,4.1
176.62791666666666,-60.82166666666667,4522,,,11,46,30.7,-61,10,42,4.1
40.166666666666664,-38.14472222222222,794,iot,Eri,2,40,40,-39,51,19,4.11
39.89791666666667,-67.73305555555555,806,eps,Hyi,2,39,35.5,-68,16,1,4.11
105.93916666666667,-14.366666666666667,2657,gam,CMa,7,3,45.4,-15,38,0,4.11
117.30958333333332,-45.626666666666665,3055,,,7,49,14.3,-46,22,24,4.11
147.86916666666664,-13.153333333333332,3903,ups1,Hya,9,51,28.6,-14,50,48,4.11
158.86708333333334,-77.39250000000001,4174,gam,Cha,10,35,28.1,-78,36,27,4.11
234.17958333333334,-65.68277777777779,5771,eps,TrA,15,36,43.1,-66,19,2,4.11
287.3675,-36.095555555555556,7254,alf,CrA,19,9,28.2,-37,54,16,4.11
287.50666666666666,-38.659166666666664,7259,bet,CrA,19,10,1.6,-39,20,27,4.11
337.43916666666667,-42.25055555555556,8560,del2,Gru,22,29,45.4,-43,44,58,4.11
80.98666666666668,-6.191944444444444,1784,,Ori,5,23,56.8,-7,48,29,4.12
90.59583333333333,9.647499999999999,2124,mu,Ori,6,2,23,9,38,51,4.12
181.30208333333334,8.733055555555556,4608,omi,Vir,12,5,12.5,8,43,59,4.12
312.955,-25.08083333333333,7980,omg,Cap,20,51,49.2,-26,55,9,4.12
326.1608333333333,25.645,8315,kap,Peg,21,44,38.6,25,38,42,4.12
345.22,-51.24583333333333,8747,zet,Gru,23,0,52.8,-52,45,15,4.12
41.04958333333333,49.228611111111114,799,tet,Per,2,44,11.9,49,13,43,4.13
233.23208333333332,31.35888888888889,5778,tet,CrB,15,32,55.7,31,21,32,4.13
277.2075,-48.92916666666666,6905,zet,Tel,18,28,49.8,-49,4,15,4.13
298.8145833333333,-40.13166666666667,7581,iot,Sgr,19,55,15.5,-41,52,6,4.13
311.5233333333333,-24.72888888888889,7936,psi,Cap,20,46,5.6,-25,16,16,4.13
354.98749999999995,5.626388888888889,8969,iot,Psc,23,39,57,5,37,35,4.13
97.24041666666666,20.211944444444445,2343,nu,Gem,6,28,57.7,20,12,43,4.14
129.41083333333333,-41.01083333333333,3426,,,8,37,38.6,-42,59,21,4.14
355.1016666666667,44.33388888888889,8976,kap,And,23,40,24.4,44,20,2,4.14
91.02999999999999,23.263333333333332,2134,,Gem,6,4,7.2,23,15,48,4.15
107.96583333333334,0.49277777777777776,2714,del,Mon,7,11,51.8,0,29,34,4.15
181.72,-63.38638888888889,4616,eta,Cru,12,6,52.8,-64,36,49,4.15
333.9920833333333,37.74888888888889,8498,,Lac,22,15,58.1,37,44,56,4.15
341.51374999999996,-80.61833333333334,8630,bet,Oct,22,46,3.3,-81,22,54,4.15
8.249583333333334,62.93194444444444,130,kap,Cas,0,32,59.9,62,55,55,4.16
63.72416666666667,48.409444444444446,1303,mu,Per,4,14,53.8,48,24,34,4.16
238.45583333333332,-15.270555555555555,5908,tet,Lib,15,53,49.4,-16,43,46,4.16
239.39666666666665,26.87777777777778,5947,eps,CrB,15,57,35.2,26,52,40,4.16
249.0933333333334,-34.74444444444445,6166,,,16,36,22.4,-35,15,20,4.16
261.59208333333333,-23.82472222222222,6486,,Oph,17,26,22.1,-24,10,31,4.16
334.2079166666667,-6.216666666666667,8499,tet,Aqr,22,16,49.9,-7,47,0,4.16
57.36333333333333,-35.79972222222222,1195,,,3,49,27.2,-36,12,1,4.17
129.41375,5.703611111111111,3410,del,Hya,8,37,39.3,5,42,13,4.17
56.58125,23.948333333333334,1156,,Tau,3,46,19.5,23,56,54,4.18
112.27749999999999,31.784444444444446,2852,ro,Gem,7,29,6.6,31,47,4,4.18
214.0954166666667,46.08833333333334,5351,lam,Boo,14,16,22.9,46,5,18,4.18
340.16375,-26.95638888888889,8628,eps,PsA,22,40,39.3,-27,2,37,4.18
207.36083333333332,-33.54944444444444,5192,,Cen,13,49,26.6,-34,27,2,4.19
281.41499999999996,20.54638888888889,7061,,Her,18,45,39.6,20,32,47,4.19
333.75791666666663,57.04361111111111,8494,eps,Cep,22,15,1.9,57,2,37,4.19
341.67291666666665,12.172777777777776,8665,xi,Peg,22,46,41.5,12,10,22,4.19
82.69583333333334,5.948055555555555,1839,,Ori,5,30,47,5,56,53,4.2
119.21458333333334,-21.119722222222222,3102,,Pup,7,56,51.5,-22,52,49,4.2
248.5254166666667,42.43694444444444,6168,sig,Her,16,34,6.1,42,26,13,4.2
85.18958333333333,-0.05722222222222221,1949,zet,Ori,5,40,45.5,-1,56,34,4.21
156.97041666666667,36.70722222222223,4100,bet,LMi,10,27,52.9,36,42,26,4.21
213.22375,-9.726388888888888,5315,kap,Vir,14,12,53.7,-10,16,25,4.21
343.9866666666667,-31.460277777777776,8720,del,PsA,22,55,56.8,-32,32,23,4.21
52.26708333333333,59.94027777777777,1035,,,3,29,4.1,59,56,25,4.22
66.34208333333333,22.29388888888889,1387,kap1,Tau,4,25,22.1,22,17,38,4.22
275.18874999999997,71.33777777777777,6920,phi,Dra,18,20,45.3,71,20,16,4.22
281.79333333333335,-3.2519444444444443,7063,bet,Sct,18,47,10.4,-4,44,53,4.22
283.05375000000004,-61.812222222222225,7074,lam,Pav,18,52,12.9,-62,11,16,4.22
307.39500000000004,62.994166666666665,7850,tet,Cep,20,29,34.8,62,59,39,4.22
